06-26 03:47:43.361 27688-27754/nl.tudelft.cs4160.trustchain_android I/Statistics-lg: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-26 16:06:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 130001,760,749,243,255,255,243,7,1,255,250,0,0,444200,428961,11,0
06-26 16:06:40.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 130000,730,738,246,242,242,246,0,1,242,249,0,0,423442,432052,11,0
06-26 16:06:40.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 130000,732,732,250,241,241,250,0,3,241,238,0,0,424777,431404,11,0
06-26 16:06:40.651 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 130006,740,731,248,246,246,248,0,1,246,236,0,0,432696,428642,11,0
06-26 16:06:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 130001,725,719,251,237,237,251,0,2,237,229,0,0,418852,429501,11,0
06-26 16:06:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 130001,733,729,251,241,241,251,0,3,241,234,0,0,426499,431374,11,0
06-26 16:06:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 140001,799,801,264,267,267,264,1,2,267,268,0,0,467823,463426,11,0
06-26 16:06:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 140001,802,804,269,266,266,269,1,1,266,268,0,0,467712,468385,11,0
06-26 16:06:50.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 140001,797,777,264,266,266,264,1,1,266,246,0,0,464815,459680,11,0
06-26 16:06:50.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 140000,806,803,265,270,270,264,1,0,270,269,0,0,470821,465340,11,0
06-26 16:06:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 140002,818,810,263,274,274,263,7,1,274,272,0,0,477891,464613,11,0
06-26 16:06:50.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 140000,784,788,266,259,259,266,0,1,259,262,0,0,453867,465307,11,0
06-26 16:06:50.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 140000,792,792,270,261,261,270,0,3,261,258,0,0,460165,466660,11,0
06-26 16:06:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 140000,802,789,268,267,267,268,0,1,267,253,0,0,469687,463251,11,0
06-26 16:06:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 140001,785,785,271,257,257,271,0,2,257,255,0,0,454208,466079,11,0
06-26 16:06:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 140001,795,792,271,262,262,271,0,3,262,256,0,0,463520,467113,11,0
06-26 16:07:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 150001,855,856,284,285,285,284,1,2,285,285,0,0,499925,497816,11,0
06-26 16:07:00.580 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 150001,854,861,289,282,282,289,1,1,282,289,0,0,496490,503525,11,0
06-26 16:07:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 150000,857,830,284,286,286,284,1,1,286,259,0,0,500211,493276,11,0
06-26 16:07:00.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 150000,864,862,285,289,289,284,1,0,289,289,0,0,504534,500555,11,0
06-26 16:07:00.607 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 150002,876,871,283,293,293,283,7,1,293,294,0,0,511606,500190,11,0
06-26 16:07:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 150000,844,849,286,279,279,286,0,1,279,283,0,0,489273,500889,11,0
06-26 16:07:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 150000,856,849,290,283,283,290,0,3,283,273,0,0,498875,501030,11,0
06-26 16:07:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 150000,862,851,288,287,287,288,0,1,287,275,0,0,505063,498979,11,0
06-26 16:07:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 150000,847,850,291,278,278,291,0,2,278,278,0,0,491273,502419,11,0
06-26 16:07:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 150001,851,852,291,280,280,291,0,3,280,278,0,0,495570,502375,11,0
06-26 16:07:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 160001,917,915,304,306,306,304,1,2,306,303,0,0,536938,532694,11,0
06-26 16:07:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 160001,906,914,309,298,298,309,1,1,298,306,0,0,525212,537594,11,0
06-26 16:07:10.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 160000,919,890,304,307,307,304,1,1,307,278,0,0,537204,528428,11,0
06-26 16:07:10.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 160000,926,920,305,310,310,304,1,0,310,306,0,0,541569,535232,11,0
06-26 16:07:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 160001,938,937,303,314,314,303,7,1,314,319,0,0,548673,536712,11,0
06-26 16:07:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 160000,900,903,306,297,297,306,0,1,297,299,0,0,521335,535002,11,0
06-26 16:07:10.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 160001,914,905,310,302,302,310,0,3,302,290,0,0,532586,535514,11,0
06-26 16:07:10.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 160001,920,907,308,306,306,308,0,1,306,292,0,0,538776,533372,11,0
06-26 16:07:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 160001,899,908,311,294,294,311,0,2,294,301,0,0,520045,537696,11,0
06-26 16:07:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 160001,911,912,311,300,300,311,0,3,300,298,0,0,530960,537699,11,0
06-26 16:07:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 170001,973,969,324,324,324,324,1,2,324,319,0,0,568996,566724,11,0
06-26 16:07:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 170001,970,974,329,320,320,329,1,1,320,324,0,0,563882,572601,11,0
06-26 16:07:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 170000,967,945,324,321,321,324,1,1,321,299,0,0,562688,563281,11,0
06-26 16:07:20.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 170000,990,978,325,332,332,324,1,0,332,322,0,0,580195,569780,11,0
06-26 16:07:20.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 170002,1002,1003,323,336,336,323,7,1,336,343,0,0,587303,573186,11,0
06-26 16:07:20.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 170000,954,960,326,314,314,326,0,1,314,319,0,0,551746,569933,11,0
06-26 16:07:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 170000,974,957,330,322,322,330,0,3,322,302,0,0,567976,568853,11,0
06-26 16:07:20.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 170000,982,964,328,327,327,328,0,1,327,308,0,0,575757,567799,11,0
06-26 16:07:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 170001,959,973,331,314,314,331,0,2,314,326,0,0,555417,574161,11,0
06-26 16:07:20.658 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 170001,973,971,331,321,321,331,0,3,321,316,0,0,567999,572650,11,0
06-26 16:07:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 180001,1035,1023,344,345,345,344,1,2,345,332,0,0,605985,600404,11,0
06-26 16:07:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 180001,1030,1035,349,340,340,349,1,1,340,345,0,0,599226,607986,11,0
06-26 16:07:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 180000,1029,1009,344,342,342,344,1,1,342,322,0,0,599709,599226,11,0
06-26 16:07:30.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 180000,1050,1036,345,352,352,344,1,0,352,340,0,0,615545,604504,11,0
06-26 16:07:30.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 180001,1062,1056,343,356,356,343,7,1,356,356,0,0,622635,606802,11,0
06-26 16:07:30.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 180000,1012,1015,346,333,333,346,0,1,333,335,0,0,585491,604011,11,0
06-26 16:07:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 180000,1036,1019,350,343,343,350,0,3,343,323,0,0,604993,604490,11,0
06-26 16:07:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 180000,1038,1014,348,345,345,348,0,1,345,320,0,0,607853,600988,11,0
06-26 16:07:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 180001,1017,1031,351,333,333,351,0,2,333,345,0,0,589096,609134,11,0
06-26 16:07:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 180001,1035,1029,351,342,342,351,0,3,342,333,0,0,605022,607277,11,0
06-26 16:07:40.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 190001,1099,1087,364,367,367,364,1,2,367,354,0,0,644667,636368,11,0
06-26 16:07:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 190001,1092,1106,369,361,361,369,1,1,361,375,0,0,636255,645777,11,0
06-26 16:07:40.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 190000,1089,1065,364,362,362,364,1,1,362,338,0,0,635085,633589,11,0
06-26 16:07:40.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 190000,1108,1096,365,371,371,364,1,0,371,361,0,0,649274,639891,11,0
06-26 16:07:40.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 190001,1124,1117,363,377,377,362,7,1,377,377,0,0,659656,641025,11,0
06-26 16:07:40.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 190001,1072,1068,366,353,353,365,0,1,353,349,0,0,620861,636439,11,0
06-26 16:07:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 190000,1098,1080,370,364,364,370,0,3,364,343,0,0,642048,639866,11,0
06-26 16:07:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 190000,1100,1071,368,366,366,368,0,1,366,336,0,0,644904,635398,11,0
06-26 16:07:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 190000,1069,1087,371,349,349,371,0,2,349,365,0,0,617814,643986,11,0
06-26 16:07:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 190001,1097,1092,371,363,363,371,0,3,363,355,0,0,642071,643207,11,0
06-26 16:07:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 200001,1161,1153,384,388,388,382,1,2,388,381,0,0,681716,670690,11,0
06-26 16:07:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 200001,1152,1163,389,381,381,389,1,1,381,392,0,0,671619,680304,11,0
06-26 16:07:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 200000,1151,1129,384,383,383,383,1,1,383,362,0,0,672104,668501,11,0
06-26 16:07:50.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 200000,1170,1145,385,392,392,383,1,0,392,370,0,0,686317,671202,11,0
06-26 16:07:50.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 200001,1176,1173,383,393,393,383,7,1,393,396,0,0,688412,676971,11,0
06-26 16:07:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 200000,1128,1120,386,371,371,386,0,1,371,362,0,0,652933,671192,11,0
06-26 16:07:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 200000,1156,1136,390,383,383,390,0,3,383,360,0,0,675733,674262,11,0
06-26 16:07:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 200000,1164,1131,388,388,388,388,0,1,388,354,0,0,683558,670415,11,0
06-26 16:07:50.652 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 200001,1127,1143,391,368,368,390,0,2,368,383,0,0,651525,677137,11,0
06-26 16:07:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 200001,1159,1152,391,384,384,391,0,3,384,374,0,0,679076,678256,11,0
06-26 16:08:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 210001,1217,1213,404,406,406,402,1,2,406,403,0,0,713802,706244,11,0
06-26 16:08:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 210001,1210,1226,409,400,400,409,1,1,400,416,0,0,705326,716417,11,0
06-26 16:08:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 210000,1209,1183,404,402,402,402,1,1,402,378,0,0,705859,701271,11,0
06-26 16:08:00.598 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 210004,1230,1203,405,412,412,403,1,0,412,388,0,0,721685,705997,11,0
06-26 16:08:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 210002,1238,1234,403,414,414,402,7,1,414,417,0,0,725437,711146,11,0
06-26 16:08:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 210000,1192,1193,406,393,393,405,0,1,393,394,0,0,691611,708180,11,0
06-26 16:08:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 210000,1220,1190,410,405,405,409,0,3,405,373,0,0,714459,706653,11,0
06-26 16:08:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 210000,1228,1182,408,410,410,407,0,1,410,364,0,0,722264,702107,11,0
06-26 16:08:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 210000,1181,1196,411,385,385,410,0,2,385,399,0,0,681960,711097,11,0
06-26 16:08:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 210001,1219,1209,411,404,404,409,0,3,404,393,0,0,714448,710501,11,0
06-26 16:08:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 220001,1277,1268,424,426,426,422,1,2,426,418,0,0,749154,740307,11,0
06-26 16:08:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 220001,1262,1278,429,416,416,428,1,1,416,433,0,0,734086,749133,11,0
06-26 16:08:10.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 220000,1267,1243,424,421,421,422,1,1,421,399,0,0,739558,736693,11,0
06-26 16:08:10.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 220001,1290,1266,425,432,432,423,1,0,432,411,0,0,757069,742046,11,0
06-26 16:08:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 220001,1298,1297,423,434,434,420,7,1,434,442,0,0,760771,744754,11,0
06-26 16:08:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 220000,1244,1260,426,409,409,425,0,1,409,425,0,0,720355,745678,11,0
06-26 16:08:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 220000,1276,1248,430,423,423,429,0,3,423,393,0,0,746551,741684,11,0
06-26 16:08:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 220000,1288,1236,428,430,430,426,0,1,430,379,0,0,757642,734725,11,0
06-26 16:08:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 220000,1245,1263,431,407,407,430,0,2,407,424,0,0,720642,747716,11,0
06-26 16:08:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 220001,1281,1273,431,425,425,429,0,3,425,416,0,0,751481,746577,11,0
06-26 16:08:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 230001,1333,1321,444,444,444,442,1,2,444,433,0,0,781266,774233,11,0
06-26 16:08:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 230001,1320,1336,449,435,435,447,1,1,435,453,0,0,767813,782891,11,0
06-26 16:08:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 230000,1325,1307,444,440,440,441,1,1,440,425,0,0,773261,771772,11,0
06-26 16:08:20.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 230000,1350,1323,445,452,452,443,1,0,452,428,0,0,792429,776606,11,0
06-26 16:08:20.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 230001,1358,1355,443,454,454,442,7,1,454,458,0,0,796171,781921,11,0
06-26 16:08:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 230000,1314,1329,446,434,434,444,0,1,434,450,0,0,764000,781282,11,0
06-26 16:08:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 230000,1336,1305,450,443,443,448,0,3,443,411,0,0,781953,775108,11,0
06-26 16:08:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 230000,1348,1291,448,450,450,446,0,1,450,394,0,0,793016,768845,11,0
06-26 16:08:20.653 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 230001,1303,1320,451,426,426,449,0,2,426,443,0,0,754345,781193,11,0
06-26 16:08:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 230001,1341,1329,451,445,445,449,0,3,445,432,0,0,786869,780863,11,0
06-26 16:08:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 240001,1393,1375,464,464,464,461,1,2,464,448,0,0,816682,806910,11,0
06-26 16:08:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 240001,1380,1395,469,455,455,467,1,1,455,472,0,0,803207,817851,11,0
06-26 16:08:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 240000,1383,1362,464,459,459,462,1,1,459,440,0,0,806998,807133,11,0
06-26 16:08:30.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 240000,1408,1384,465,471,471,462,1,0,471,451,0,0,826118,811053,11,0
06-26 16:08:30.605 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 240001,1416,1409,463,473,473,461,7,1,473,474,0,0,829904,814640,11,0
06-26 16:08:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 240000,1376,1394,466,455,455,464,0,1,455,474,0,0,801023,817664,11,0
06-26 16:08:30.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 240000,1394,1362,470,462,462,468,0,3,462,429,0,0,815658,809765,11,0
06-26 16:08:30.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 240000,1412,1352,468,472,472,466,0,1,472,413,0,0,831698,803944,11,0
06-26 16:08:30.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 240001,1403,1396,471,466,466,469,0,3,466,458,0,0,823862,817664,11,0
06-26 16:08:30.672 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 240021,1363,1379,471,446,446,470,0,2,446,461,0,0,789681,817370,11,0
06-26 16:08:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 250001,1453,1429,484,484,484,481,1,2,484,462,0,0,852050,840711,11,0
06-26 16:08:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 250001,1438,1453,489,474,474,486,1,1,474,492,0,0,836922,851641,11,0
06-26 16:08:40.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 250000,1445,1425,484,480,480,482,1,1,480,462,0,0,844021,842943,11,0
06-26 16:08:40.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 250000,1468,1451,485,491,491,481,1,0,491,479,0,0,861500,846891,11,0
06-26 16:08:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 250001,1478,1466,483,494,494,481,7,1,494,490,0,0,866983,849018,11,0
06-26 16:08:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 250000,1436,1453,486,475,475,483,0,1,475,494,0,0,836409,851496,11,0
06-26 16:08:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 250000,1454,1418,490,482,482,487,0,3,482,446,0,0,850986,842897,11,0
06-26 16:08:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 250001,1463,1458,491,486,486,489,0,3,486,480,0,0,859250,853431,11,0
06-26 16:08:40.668 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 250023,1470,1408,488,491,491,485,0,1,491,431,0,0,865439,837245,11,0
06-26 16:08:40.668 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 250018,1423,1445,491,466,466,488,0,2,466,489,0,0,825021,851663,11,0
06-26 16:08:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 260000,1507,1486,504,501,501,501,1,2,501,482,0,0,882427,875519,11,0
06-26 16:08:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 260001,1492,1512,509,491,491,506,1,1,491,514,0,0,867347,886997,11,0
06-26 16:08:50.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 260000,1501,1482,504,498,498,500,1,1,498,483,0,0,876099,875389,11,0
06-26 16:08:50.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 260000,1530,1505,505,512,512,501,1,0,512,492,0,0,898521,880613,11,0
06-26 16:08:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 260002,1540,1522,503,515,515,499,7,1,515,507,0,0,904058,880821,11,0
06-26 16:08:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 260000,1492,1516,506,493,493,502,0,1,493,520,0,0,868487,886506,11,0
06-26 16:08:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 260000,1518,1477,510,504,504,507,0,3,504,463,0,0,889712,877691,11,0
06-26 16:08:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 260000,1530,1461,508,511,511,506,0,1,511,443,0,0,900815,872057,11,0
06-26 16:08:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 260001,1483,1502,511,486,486,508,0,2,486,506,0,0,860365,886180,11,0
06-26 16:08:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 260001,1525,1517,511,507,507,508,0,3,507,499,0,0,896291,887109,11,0
06-26 16:09:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 270001,1567,1544,524,521,521,520,1,2,521,501,0,0,917785,909156,11,0
06-26 16:09:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 270001,1550,1571,529,510,510,525,1,1,510,535,0,0,901042,920989,11,0
