06-26 03:47:43.361 27688-27754/nl.tudelft.cs4160.trustchain_android I/Statistics-lg: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-26 16:11:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 440000,2584,2458,858,863,863,850,0,1,863,744,0,0,1523105,1468961,11,0
06-26 16:11:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 440001,2551,2526,861,845,845,853,0,2,845,826,0,0,1494320,1490027,11,0
06-26 16:11:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 440001,2539,2541,861,839,839,851,0,3,839,848,0,0,1485423,1491996,11,0
06-26 16:12:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 450001,2595,2562,874,860,860,865,1,2,860,835,0,0,1518528,1513922,11,0
06-26 16:12:00.581 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 450002,2610,2630,879,865,865,869,1,1,865,895,0,0,1528435,1531752,11,0
06-26 16:12:00.589 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 450003,2623,2577,874,874,874,865,1,1,874,837,0,0,1540325,1517354,11,0
06-26 16:12:00.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 450000,2612,2577,885,863,863,865,1,0,863,849,0,0,1522462,1519573,11,0
06-26 16:12:00.607 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 450002,2640,2614,873,880,880,866,7,1,880,867,0,0,1550187,1525964,11,0
06-26 16:12:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 450000,2580,2605,876,852,852,864,0,1,852,888,0,0,1504466,1525738,11,0
06-26 16:12:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 450000,2632,2586,880,876,876,869,0,3,876,838,0,0,1547436,1520569,11,0
06-26 16:12:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 450000,2638,2505,878,880,880,865,0,1,880,759,0,0,1553508,1495574,11,0
06-26 16:12:00.660 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 450006,2613,2581,881,866,866,868,0,2,866,845,0,0,1531343,1518178,11,0
06-26 16:12:00.681 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 450025,2587,2589,881,853,853,869,0,3,853,864,0,0,1510877,1522884,11,0
06-26 16:12:10.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 460001,2651,2613,894,878,878,883,1,2,878,850,0,0,1550558,1544951,11,0
06-26 16:12:10.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 460001,2668,2685,899,884,884,886,1,1,884,914,0,0,1562134,1562441,11,0
06-26 16:12:10.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 460000,2679,2637,894,892,892,883,1,1,892,861,0,0,1572397,1550534,11,0
06-26 16:12:10.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 460000,2662,2633,895,883,883,881,1,0,883,869,0,0,1556708,1549197,11,0
06-26 16:12:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 460001,2698,2666,893,899,899,883,7,1,899,883,0,0,1583910,1555902,11,0
06-26 16:12:10.626 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 460003,2642,2660,896,873,873,881,0,1,873,905,0,0,1541483,1556218,11,0
06-26 16:12:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 460000,2678,2631,900,889,889,887,0,3,889,852,0,0,1571223,1550718,11,0
06-26 16:12:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 460000,2700,2556,898,901,901,883,0,1,901,771,0,0,1590525,1526189,11,0
06-26 16:12:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 460001,2653,2623,901,876,876,886,0,2,876,859,0,0,1550167,1548067,11,0
06-26 16:12:10.658 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 460001,2645,2639,901,872,872,888,0,3,872,876,0,0,1544570,1554677,11,0
06-26 16:12:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 470001,2701,2663,914,893,893,900,1,2,893,868,0,0,1577657,1574959,11,0
06-26 16:12:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 470001,2728,2740,919,904,904,903,1,1,904,932,0,0,1597474,1592808,11,0
06-26 16:12:20.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 470000,2731,2689,914,908,908,900,1,1,908,880,0,0,1601147,1580718,11,0
06-26 16:12:20.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 470000,2722,2687,915,903,903,896,1,0,903,888,0,0,1592096,1577176,11,0
06-26 16:12:20.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 470002,2751,2716,913,916,916,899,7,1,916,900,0,0,1614029,1584464,11,0
06-26 16:12:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 470000,2700,2706,916,892,892,897,0,1,892,916,0,0,1575216,1583619,11,0
06-26 16:12:20.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 470000,2732,2679,920,906,906,903,0,3,906,867,0,0,1601642,1578736,11,0
06-26 16:12:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 470000,2758,2603,918,920,920,901,0,1,920,781,0,0,1624268,1556109,11,0
06-26 16:12:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 470001,2705,2671,921,892,892,901,0,2,892,876,0,0,1578939,1575141,11,0
06-26 16:12:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 470001,2703,2691,921,891,891,903,0,3,891,894,0,0,1578255,1582313,11,0
06-26 16:12:30.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 480001,2761,2714,934,913,913,915,1,2,913,884,0,0,1613025,1602215,11,0
06-26 16:12:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 480001,2792,2794,939,926,926,919,1,1,926,948,0,0,1636130,1621663,11,0
06-26 16:12:30.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 480000,2787,2738,934,926,926,915,1,1,926,896,0,0,1633185,1607753,11,0
06-26 16:12:30.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 480002,2804,2762,933,932,932,915,7,1,932,914,0,0,1643063,1612159,11,0
06-26 16:12:30.608 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 480014,2772,2729,935,918,918,910,1,0,918,901,0,0,1619147,1601727,11,0
06-26 16:12:30.635 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 480011,2758,2753,936,911,911,914,0,1,911,927,0,0,1608937,1612377,11,0
06-26 16:12:30.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 480000,2788,2724,940,924,924,917,0,3,924,880,0,0,1633722,1603605,11,0
06-26 16:12:30.647 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 480001,2802,2646,938,932,932,916,0,1,932,797,0,0,1646332,1582449,11,0
06-26 16:12:30.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 480001,2765,2721,941,912,912,917,0,2,912,890,0,0,1614355,1603291,11,0
06-26 16:12:30.658 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 480002,2761,2744,941,910,910,919,0,3,910,912,0,0,1611966,1611393,11,0
06-26 16:12:40.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 490001,2819,2764,954,932,932,931,1,2,932,899,0,0,1646740,1630545,11,0
06-26 16:12:40.583 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 490004,2848,2850,959,944,944,934,1,1,944,971,0,0,1668196,1650302,11,0
06-26 16:12:40.588 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 490002,2835,2791,954,940,940,932,1,1,940,918,0,0,1658637,1638601,11,0
06-26 16:12:40.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 490001,2828,2775,955,936,936,927,1,0,936,912,0,0,1651169,1630364,11,0
06-26 16:12:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 490001,2856,2804,953,948,948,931,7,1,948,924,0,0,1671843,1638994,11,0
06-26 16:12:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 490000,2818,2809,956,931,931,930,0,1,931,947,0,0,1644325,1641971,11,0
06-26 16:12:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 490000,2842,2770,960,941,941,932,0,3,941,894,0,0,1664127,1630021,11,0
06-26 16:12:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 490000,2858,2699,958,950,950,933,0,1,950,815,0,0,1678386,1612762,11,0
06-26 16:12:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 490000,2827,2767,961,933,933,932,0,2,933,900,0,0,1651330,1629238,11,0
06-26 16:12:40.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 490001,2817,2798,961,928,928,933,0,3,928,934,0,0,1644030,1638359,11,0
06-26 16:12:50.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 500001,2875,2811,974,950,950,945,1,2,950,914,0,0,1678836,1655870,11,0
06-26 16:12:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 500001,2908,2904,979,964,964,950,1,1,964,989,0,0,1703548,1679383,11,0
06-26 16:12:50.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 500001,2889,2840,974,957,957,947,1,1,957,935,0,0,1689072,1665651,11,0
06-26 16:12:50.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 500000,2884,2823,975,954,954,943,1,0,954,926,0,0,1683241,1658352,11,0
06-26 16:12:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 500001,2916,2849,973,968,968,946,7,1,968,934,0,0,1707245,1664857,11,0
06-26 16:12:50.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 500000,2870,2856,976,947,947,947,0,1,947,961,0,0,1673087,1671121,11,0
06-26 16:12:50.636 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 500000,2892,2818,980,956,956,949,0,3,956,910,0,0,1691190,1659552,11,0
06-26 16:12:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 500000,2918,2746,978,970,970,949,0,1,970,826,0,0,1713822,1640234,11,0
06-26 16:12:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 500001,2877,2810,981,948,948,949,0,2,948,911,0,0,1678353,1657543,11,0
06-26 16:12:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 500001,2871,2845,981,945,945,950,0,3,945,947,0,0,1674405,1667332,11,0
06-26 16:13:00.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 510001,2919,2859,994,962,962,962,1,2,962,933,0,0,1700970,1685837,11,0
06-26 16:13:00.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 510001,2952,2944,999,976,976,966,1,1,976,1001,0,0,1725644,1706143,11,0
06-26 16:13:00.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 510000,2947,2893,994,976,976,963,1,1,976,953,0,0,1722771,1694617,11,0
06-26 16:13:00.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 510000,2946,2872,995,975,975,958,1,0,975,939,0,0,1720280,1684994,11,0
06-26 16:13:00.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 510001,2970,2897,993,985,985,962,7,1,985,949,0,0,1737666,1692954,11,0
06-26 16:13:00.624 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 510000,2922,2904,996,963,963,963,0,1,963,977,0,0,1701819,1699356,11,0
06-26 16:13:00.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 510000,2948,2868,1000,974,974,966,0,3,974,925,0,0,1723266,1689178,11,0
06-26 16:13:00.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 510000,2976,2799,998,989,989,966,0,1,989,843,0,0,1747567,1670429,11,0
06-26 16:13:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 510001,2929,2856,1001,964,964,965,0,2,964,925,0,0,1707095,1685138,11,0
06-26 16:13:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 510001,2921,2895,1001,960,960,966,0,3,960,966,0,0,1701496,1696230,11,0
06-26 16:13:10.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 520002,2977,2913,1014,981,981,978,1,2,981,952,0,0,1734627,1715118,11,0
06-26 16:13:10.586 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 520007,3010,2993,1019,995,995,981,1,1,995,1016,0,0,1759363,1733066,11,0
06-26 16:13:10.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 520001,3009,2948,1014,997,997,979,1,1,997,971,0,0,1759812,1723666,11,0
06-26 16:13:10.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 520000,2988,2910,1015,986,986,974,1,0,986,950,0,0,1740735,1711514,11,0
06-26 16:13:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 520002,3024,2944,1013,1002,1002,978,7,1,1002,963,0,0,1768045,1720779,11,0
06-26 16:13:10.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 520000,2986,2961,1016,985,985,980,0,1,985,995,0,0,1740505,1730063,11,0
06-26 16:13:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 520000,3006,2926,1020,993,993,982,0,3,993,948,0,0,1756981,1719313,11,0
06-26 16:13:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 520000,3036,2849,1018,1009,1009,981,0,1,1009,858,0,0,1782959,1697431,11,0
06-26 16:13:10.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 520000,2985,2905,1021,982,982,980,0,2,982,941,0,0,1739197,1712176,11,0
06-26 16:13:10.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 520001,2977,2942,1021,978,978,982,0,3,978,979,0,0,1733580,1723955,11,0
06-26 16:13:20.568 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 530001,3033,2960,1034,999,999,993,1,2,999,965,0,0,1766669,1741546,11,0
06-26 16:13:20.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 530001,3066,3037,1039,1013,1013,997,1,1,1013,1026,0,0,1791407,1760076,11,0
06-26 16:13:20.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 530001,3059,2997,1034,1012,1012,994,1,1,1012,990,0,0,1786867,1751022,11,0
06-26 16:13:20.596 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 530001,3048,2961,1035,1006,1006,991,1,0,1006,964,0,0,1776055,1741138,11,0
06-26 16:13:20.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 530001,3074,2992,1033,1017,1017,992,7,1,1017,982,0,0,1795156,1746689,11,0
06-26 16:13:20.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 530000,3044,3015,1036,1004,1004,996,0,1,1004,1014,0,0,1774254,1759353,11,0
06-26 16:13:20.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 530000,3064,2975,1040,1012,1012,998,0,3,1012,962,0,0,1790660,1747319,11,0
06-26 16:13:20.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 530000,3082,2893,1038,1022,1022,998,0,1,1022,872,0,0,1806696,1726183,11,0
06-26 16:13:20.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 530001,3045,2958,1041,1002,1002,996,0,2,1002,958,0,0,1774581,1741092,11,0
06-26 16:13:20.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 530001,3035,2989,1041,997,997,999,0,3,997,990,0,0,1767269,1752724,11,0
06-26 16:13:30.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 540002,3085,3004,1054,1015,1015,1008,1,2,1015,979,0,0,1795373,1767773,11,0
06-26 16:13:30.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 540001,3112,3079,1059,1026,1026,1011,1,1,1026,1041,0,0,1815144,1784931,11,0
06-26 16:13:30.586 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 540000,3113,3050,1054,1029,1029,1010,1,1,1029,1010,0,0,1817276,1780229,11,0
06-26 16:13:30.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 540000,3104,3001,1055,1024,1024,1005,1,0,1024,972,0,0,1808165,1764855,11,0
06-26 16:13:30.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 540001,3121,3035,1053,1031,1031,1006,7,1,1031,997,0,0,1820330,1771567,11,0
06-26 16:13:30.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 540000,3102,3067,1056,1023,1023,1014,0,1,1023,1029,0,0,1807963,1790466,11,0
06-26 16:13:30.688 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 540053,3122,3021,1060,1032,1031,1012,0,3,1031,974,0,0,1824379,1772215,11,0
06-26 16:13:30.689 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 540044,3140,2941,1058,1041,1041,1011,0,1,1041,888,0,0,1840439,1750475,11,0
06-26 16:13:30.689 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 540039,3097,3004,1061,1018,1018,1013,0,2,1018,971,0,0,1803321,1769942,11,0
06-26 16:13:30.690 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 540034,3087,3035,1061,1013,1013,1015,0,3,1013,1004,0,0,1795979,1780453,11,0
06-26 16:13:40.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 550001,3147,3048,1074,1036,1036,1025,1,2,1036,985,0,0,1832394,1795549,11,0
06-26 16:13:40.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 550001,3170,3128,1079,1045,1045,1027,1,1,1045,1055,0,0,1848917,1812869,11,0
06-26 16:13:40.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 550000,3163,3096,1074,1044,1044,1025,1,1,1044,1026,0,0,1844369,1806874,11,0
06-26 16:13:40.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 550000,3164,3053,1075,1044,1044,1021,1,0,1044,988,0,0,1843541,1793475,11,0
06-26 16:13:40.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 550001,3182,3083,1073,1051,1051,1023,7,1,1051,1008,0,0,1855906,1800404,11,0
06-26 16:13:40.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 550000,3158,3110,1076,1041,1041,1029,0,1,1041,1039,0,0,1840001,1816075,11,0
06-26 16:13:40.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 550000,3174,3065,1080,1047,1047,1028,0,3,1047,987,0,0,1853139,1799614,11,0
06-26 16:13:40.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 550000,3198,2982,1078,1060,1060,1025,0,1,1060,896,0,0,1874170,1774274,11,0
06-26 16:13:40.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 550001,3145,3053,1081,1032,1032,1028,0,2,1032,991,0,0,1828735,1797352,11,0
06-26 16:13:40.658 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 550002,3135,3087,1081,1027,1027,1031,0,3,1027,1026,0,0,1821391,1809677,11,0
06-26 16:13:50.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 560001,3205,3102,1094,1055,1055,1041,1,2,1055,1004,0,0,1866103,1824821,11,0
06-26 16:13:50.579 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 560001,3222,3183,1099,1061,1061,1042,1,1,1061,1079,0,0,1877681,1841469,11,0
06-26 16:13:50.592 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 560000,3215,3143,1094,1060,1060,1040,1,1,1060,1042,0,0,1873115,1833674,11,0
06-26 16:13:50.595 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 560001,3226,3102,1095,1065,1065,1037,1,0,1065,1000,0,0,1880558,1821309,11,0
06-26 16:13:50.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 560001,3244,3124,1093,1072,1072,1039,7,1,1072,1012,0,0,1892885,1826323,11,0
06-26 16:13:50.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 560000,3206,3161,1096,1055,1055,1046,0,1,1055,1059,0,0,1865407,1846461,11,0
06-26 16:13:50.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 560000,3228,3114,1100,1064,1064,1043,0,3,1064,1004,0,0,1883586,1826775,11,0
06-26 16:13:50.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 560000,3244,3021,1098,1073,1073,1040,0,1,1073,907,0,0,1897927,1799546,11,0
06-26 16:13:50.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 560001,3201,3102,1101,1050,1050,1042,0,2,1050,1008,0,0,1860789,1823218,11,0
06-26 16:13:50.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 560001,3185,3133,1101,1042,1042,1045,0,3,1042,1043,0,0,1848522,1835196,11,0
06-26 16:14:00.570 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 570001,3265,3153,1114,1075,1075,1056,1,2,1075,1020,0,0,1901497,1852045,11,0
06-26 16:14:00.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 570000,3261,3186,1114,1073,1073,1054,1,1,1073,1058,0,0,1896908,1858765,11,0
06-26 16:14:00.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 570000,3266,3144,1115,1075,1075,1053,1,0,1075,1016,0,0,1899364,1848838,11,0
06-26 16:14:00.604 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 570026,3273,3230,1119,1077,1077,1057,1,1,1076,1095,0,0,1906207,1868186,11,0
06-26 16:14:00.609 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 570005,3300,3170,1113,1090,1090,1053,7,1,1090,1025,0,0,1924943,1851459,11,0
06-26 16:14:00.623 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 570000,3270,3214,1116,1077,1077,1061,0,1,1077,1075,0,0,1904093,1873996,11,0
06-26 16:14:00.637 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 570000,3272,3153,1120,1076,1076,1058,0,3,1076,1016,0,0,1905698,1852109,11,0
06-26 16:14:00.646 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 570001,3300,3063,1118,1091,1091,1056,0,1,1091,915,0,0,1930053,1826088,11,0
06-26 16:14:00.651 11275-11844/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 570001,3251,3154,1121,1065,1065,1057,0,2,1065,1030,0,0,1887884,1851190,11,0
06-26 16:14:00.657 11275-11874/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 570001,3237,3177,1121,1058,1058,1061,0,3,1058,1055,0,0,1877266,1862457,11,0
06-26 16:14:10.569 11275-11865/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 580001,3323,3204,1134,1094,1094,1071,1,2,1094,1037,0,0,1935200,1879421,11,0
06-26 16:14:10.581 11275-11866/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 580003,3332,3279,1139,1096,1096,1073,1,1,1096,1109,0,0,1940146,1896209,11,0
06-26 16:14:10.587 11275-11867/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 580000,3317,3235,1134,1091,1091,1069,1,1,1091,1074,0,0,1928994,1885659,11,0
06-26 16:14:10.594 11275-11868/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 580000,3322,3190,1135,1093,1093,1067,1,0,1093,1030,0,0,1931418,1873928,11,0
06-26 16:14:10.606 11275-11869/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 580001,3358,3224,1133,1109,1109,1069,7,1,1109,1045,0,0,1958696,1880740,11,0
06-26 16:14:10.627 11275-11829/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 580004,3322,3262,1136,1093,1093,1075,0,1,1093,1093,0,0,1932853,1899927,11,0
06-26 16:14:10.635 11275-11871/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 580000,3342,3202,1140,1101,1101,1073,0,3,1101,1025,0,0,1949295,1878213,11,0
06-26 16:14:10.645 11275-11872/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 580000,3356,3106,1138,1109,1109,1070,0,1,1109,926,0,0,1962081,1850512,11,0
