06-27 13:26:12.243 30478-30853/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0-header: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-27 13:36:02.481 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 590001,1109,817,405,257,257,218,194,119,253,223,0,0,299770,489818,1,0
06-27 13:36:02.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 590001,1246,906,561,255,255,284,181,140,249,227,0,0,357336,569515,1,1
06-27 13:36:02.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 590001,2049,1344,628,583,583,291,265,92,573,378,0,0,776848,609410,1,0
06-27 13:36:02.501 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 590000,2102,1326,738,559,559,311,248,66,557,390,0,0,938244,605698,1,0
06-27 13:36:02.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 590000,1149,872,568,257,257,323,86,169,238,123,0,0,356970,539909,1,0
06-27 13:36:02.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 590001,840,660,521,123,123,288,73,158,123,91,0,0,192801,500158,2,0
06-27 13:36:02.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 590001,1216,867,555,276,276,286,120,144,265,161,0,0,379846,539021,1,0
06-27 13:36:02.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 590001,1414,1071,604,328,328,341,180,127,302,275,0,0,518875,629560,1,0
06-27 13:36:02.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 590000,1261,979,618,244,244,339,170,159,229,237,0,0,390762,611382,1,0
06-27 13:36:02.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 590001,1292,959,527,320,320,289,153,130,292,220,0,0,441612,535492,1,0
06-27 13:36:02.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 590001,755,657,511,93,93,308,64,172,87,84,0,0,163340,507305,1,0
06-27 13:36:02.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 590001,1099,864,547,227,227,307,131,168,194,162,0,0,312114,555215,1,0
06-27 13:36:02.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 590000,850,673,419,166,166,245,110,133,155,129,0,0,214376,478692,1,0
06-27 13:36:12.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 600001,1483,1043,596,351,351,297,217,87,319,308,0,0,538344,576098,1,1
06-27 13:36:12.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 600003,1625,1081,592,446,446,276,163,88,424,271,0,0,630573,552805,1,0
06-27 13:36:12.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 600001,1034,750,525,210,210,266,103,149,196,125,0,0,292731,489355,1,0
06-27 13:36:12.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 600001,1316,862,501,349,349,236,134,103,332,174,0,0,421072,478702,1,0
06-27 13:36:12.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 600001,1251,948,586,265,265,324,143,180,257,179,0,0,381751,568470,1,0
06-27 13:36:12.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 600000,1212,923,649,229,229,353,120,175,214,166,0,0,349653,603701,1,0
06-27 13:36:12.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 600001,1876,1164,533,522,522,198,299,50,522,394,0,0,637153,506710,2,1
06-27 13:36:12.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 600001,1232,909,657,226,226,332,125,169,224,182,0,0,376532,560207,1,0
06-27 13:36:12.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 600000,1977,1334,537,601,601,271,287,38,552,424,0,0,811217,601535,1,0
06-27 13:36:12.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 600001,1959,1299,629,550,550,279,267,65,513,405,0,0,774074,594762,1,0
06-27 13:36:12.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 600001,1545,1020,703,351,351,310,153,137,338,222,0,0,564905,560623,1,0
06-27 13:36:12.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 600000,2103,1321,858,532,532,339,194,99,519,351,0,0,942040,634633,1,0
06-27 13:36:12.481 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 600000,1111,818,407,257,257,219,194,119,253,223,0,0,299998,490269,1,0
06-27 13:36:12.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 600001,1255,912,564,258,258,287,181,140,252,227,0,0,359124,574218,1,0
06-27 13:36:12.496 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 600001,2056,1351,629,586,586,292,268,92,573,381,0,0,778385,611962,1,0
06-27 13:36:12.501 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 600000,2107,1327,743,559,559,312,248,66,557,390,0,0,938814,608761,1,0
06-27 13:36:12.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 600000,1155,878,570,259,259,325,88,169,238,125,0,0,358143,541755,1,0
06-27 13:36:12.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 600001,844,660,525,123,123,288,73,158,123,91,0,0,193257,500158,2,0
06-27 13:36:12.521 30478-30943/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 600001,1219,869,558,276,276,287,120,144,265,162,0,0,380188,542397,1,0
06-27 13:36:12.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 600001,1417,1073,606,329,329,342,180,127,302,275,0,0,519351,632821,1,0
06-27 13:36:12.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 600000,1265,983,620,245,245,341,171,159,229,238,0,0,391456,615440,1,0
06-27 13:36:12.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 600001,1295,962,529,321,321,290,153,131,292,220,0,0,442185,538900,1,0
06-27 13:36:12.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 600001,758,659,513,93,93,309,65,172,87,85,0,0,163702,509505,1,0
06-27 13:36:12.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 600001,1107,872,549,228,228,309,136,168,194,167,0,0,313357,560301,1,0
06-27 13:36:12.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 600000,853,678,421,166,166,247,111,135,155,130,0,0,214738,482794,1,0
06-27 13:36:22.244 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 610001,1485,1043,598,351,351,297,217,87,319,308,0,0,538570,576098,1,0
06-27 13:36:22.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 610002,1627,1082,594,446,446,277,163,88,424,271,0,0,630799,554340,1,0
06-27 13:36:22.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 610001,1037,753,527,210,210,268,104,149,196,126,0,0,293090,493282,1,0
06-27 13:36:22.395 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 610001,1325,870,503,353,353,237,137,103,332,177,0,0,423058,483027,1,0
06-27 13:36:22.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 610001,1255,954,588,267,267,327,143,181,257,179,0,0,382453,570361,1,0
06-27 13:36:22.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 610000,1215,926,651,230,230,354,120,176,214,166,0,0,350222,607109,1,0
06-27 13:36:22.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 610001,1888,1170,541,523,523,201,301,50,523,396,0,0,639003,512858,2,1
06-27 13:36:22.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 610000,1235,914,659,227,227,336,125,169,224,182,0,0,377089,565114,1,0
06-27 13:36:22.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 610000,1979,1334,539,601,601,271,287,38,552,424,0,0,811443,601535,1,0
06-27 13:36:22.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 610001,1964,1305,630,552,552,281,269,65,513,407,0,0,775141,598972,1,0
06-27 13:36:22.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 610001,1555,1030,705,355,355,313,156,137,339,225,0,0,567115,565042,1,0
06-27 13:36:22.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 610000,2110,1327,860,535,535,340,196,99,519,353,0,0,943455,636719,1,0
06-27 13:36:22.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 610000,1116,824,409,258,258,221,196,120,253,225,0,0,300839,494486,1,0
06-27 13:36:22.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 610001,1258,915,566,259,259,288,181,141,252,227,0,0,359680,575324,1,0
06-27 13:36:22.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 610001,2060,1354,631,586,586,293,270,92,573,383,0,0,778881,615597,1,0
06-27 13:36:22.501 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 610001,2112,1333,746,559,559,316,250,66,557,392,0,0,939424,613617,1,0
06-27 13:36:22.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 610000,1161,889,572,262,262,327,89,174,238,126,0,0,359540,546706,1,0
06-27 13:36:22.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 610001,850,665,527,126,126,289,74,158,123,92,0,0,194639,503893,1,0
06-27 13:36:22.522 30478-30943/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 610001,1220,870,559,276,276,288,120,144,265,162,0,0,380302,545559,1,0
06-27 13:36:22.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 610001,1421,1078,607,332,332,343,180,128,302,275,0,0,520498,636440,1,0
06-27 13:36:22.533 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 610000,1269,986,622,247,247,342,171,159,229,238,0,0,392361,618722,1,0
06-27 13:36:22.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 610001,1297,962,531,321,321,290,153,131,292,220,0,0,442413,538900,1,0
06-27 13:36:22.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 610001,759,660,514,93,93,310,65,172,87,85,0,0,163816,511477,1,0
06-27 13:36:22.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 610001,1109,872,551,228,228,309,136,168,194,167,0,0,313585,560301,1,0
06-27 13:36:22.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 610000,858,682,423,168,168,248,112,135,155,131,0,0,215762,483900,1,0
06-27 13:36:32.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 620001,1490,1047,600,352,352,298,219,87,319,310,0,0,539393,579824,1,0
06-27 13:36:32.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 620003,1629,1086,595,447,447,278,163,90,424,271,0,0,631159,557884,1,0
06-27 13:36:32.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 620001,1042,757,531,210,210,270,105,150,196,127,0,0,293675,497251,1,0
06-27 13:36:32.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 620001,1327,870,505,353,353,237,137,103,332,177,0,0,423284,483027,1,0
06-27 13:36:32.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 620001,1257,955,590,267,267,328,143,181,257,179,0,0,382679,573508,1,0
06-27 13:36:32.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 620000,1218,928,653,230,230,355,121,176,214,167,0,0,350581,610418,1,0
06-27 13:36:32.429 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 620002,1895,1170,548,523,523,201,301,50,523,396,0,0,639794,512858,2,1
06-27 13:36:32.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 620001,1239,918,661,227,227,337,127,170,224,184,0,0,377581,568874,1,0
06-27 13:36:32.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 620000,1983,1339,541,601,601,273,289,39,552,426,0,0,811935,605952,1,0
06-27 13:36:32.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 620001,1967,1307,632,553,553,282,269,65,513,407,0,0,775696,599745,1,0
06-27 13:36:32.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 620001,1560,1035,707,358,358,314,156,137,339,226,0,0,568363,568761,1,0
06-27 13:36:32.472 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 620000,2113,1330,862,536,536,342,196,99,519,353,0,0,943912,640509,1,0
06-27 13:36:32.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 620000,1120,827,411,259,259,222,197,120,253,226,0,0,301531,497978,1,0
06-27 13:36:32.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 620001,1265,919,570,260,260,289,183,141,252,229,0,0,360652,579075,1,0
06-27 13:36:32.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 620001,2067,1361,633,589,589,294,272,93,573,385,0,0,780314,619725,1,0
06-27 13:36:32.501 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 620000,2117,1334,751,559,559,317,250,66,557,392,0,0,939994,614278,1,0
06-27 13:36:32.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 620000,1165,892,574,264,264,328,89,174,238,126,0,0,360443,550080,1,0
06-27 13:36:32.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 620001,855,671,529,129,129,292,74,158,123,92,0,0,195874,508565,1,0
06-27 13:36:32.521 30478-30943/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 620001,1222,870,561,276,276,288,120,144,265,162,0,0,380530,545559,1,0
06-27 13:36:32.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 620001,1426,1082,609,335,335,344,180,128,302,275,0,0,521745,637328,1,0
06-27 13:36:32.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 620000,1274,991,624,250,250,343,171,160,229,238,0,0,393594,620703,1,0
06-27 13:36:32.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 620001,1303,967,533,324,324,291,154,131,292,221,0,0,443780,542604,1,0
06-27 13:36:32.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 620001,761,661,516,93,93,311,65,172,87,85,0,0,164044,514540,1,0
06-27 13:36:32.558 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 620002,1112,875,553,228,228,311,137,168,194,168,0,0,313947,564227,1,0
06-27 13:36:32.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 620000,861,685,425,168,168,249,113,136,155,132,0,0,216124,487332,1,0
06-27 13:36:42.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 630001,1494,1050,603,353,353,299,219,88,319,310,0,0,540061,583219,1,1
06-27 13:36:42.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 630002,1634,1090,597,448,448,279,165,90,424,273,0,0,631978,559976,1,0
06-27 13:36:42.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 630001,1045,758,534,210,210,271,105,150,196,127,0,0,294014,500412,1,1
06-27 13:36:42.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 630001,1333,878,506,358,358,240,137,103,332,177,0,0,425104,487948,1,0
06-27 13:36:42.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 630001,1259,956,592,267,267,329,143,181,257,179,0,0,382905,576669,1,0
06-27 13:36:42.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 630000,1223,934,655,232,232,358,122,176,214,168,0,0,351613,615010,1,0
06-27 13:36:42.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 630001,1902,1172,555,523,523,203,301,50,523,396,0,0,640585,517445,2,1
06-27 13:36:42.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 630000,1241,918,663,227,227,337,127,170,224,184,0,0,377807,568874,1,0
06-27 13:36:42.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 630001,1986,1343,543,602,602,276,289,39,552,426,0,0,812492,610106,1,0
06-27 13:36:42.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 630001,1977,1315,635,557,557,283,270,67,515,408,0,0,777593,603825,1,1
06-27 13:36:42.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 630001,1562,1037,708,358,358,315,157,137,339,227,0,0,568611,572151,1,0
06-27 13:36:42.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 630000,2117,1332,864,538,538,342,196,99,519,353,0,0,944828,640735,1,0
06-27 13:36:42.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 630000,1125,831,413,260,260,223,199,120,253,228,0,0,302357,501702,1,0
06-27 13:36:42.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 630001,1266,920,571,260,260,290,183,141,252,229,0,0,360766,580610,1,0
06-27 13:36:42.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 630001,2069,1362,635,589,589,295,272,93,573,385,0,0,780542,622887,1,0
06-27 13:36:42.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 630000,2123,1338,755,560,560,318,251,67,557,393,0,0,940831,617917,1,2
06-27 13:36:42.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 630000,1167,892,576,264,264,328,89,174,238,126,0,0,360671,550080,1,0
06-27 13:36:42.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 630001,857,671,531,129,129,292,74,158,123,92,0,0,196102,508565,1,0
06-27 13:36:42.521 30478-30943/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 630001,1225,874,563,277,277,290,120,145,265,162,0,0,381103,549410,1,0
06-27 13:36:42.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 630001,1430,1087,611,336,336,346,181,129,302,276,0,0,522354,641519,1,0
06-27 13:36:42.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 630000,1276,992,626,250,250,344,171,160,229,238,0,0,393822,623865,1,0
06-27 13:36:42.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 630001,1308,976,535,327,327,295,154,133,292,221,0,0,445000,547601,1,0
06-27 13:36:42.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 630001,767,666,519,94,94,313,66,172,88,87,0,0,165094,516203,1,0
06-27 13:36:42.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 630001,1116,879,554,229,229,312,139,168,194,170,0,0,314659,567965,1,0
06-27 13:36:42.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 630001,865,690,427,169,169,252,114,136,155,133,0,0,216818,492144,1,0
06-27 13:36:52.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 640001,1497,1051,606,353,353,300,219,88,319,310,0,0,540400,586381,1,0
06-27 13:36:52.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 640003,1640,1097,599,449,449,281,168,91,424,276,0,0,632930,563311,1,0
06-27 13:36:52.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 640001,1048,758,537,210,210,271,105,150,196,127,0,0,294353,500412,1,0
06-27 13:36:52.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 640001,1337,881,508,360,360,241,137,103,332,177,0,0,426018,491338,1,0
06-27 13:36:52.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 640001,1261,957,594,267,267,330,143,181,257,179,0,0,383131,579831,1,0
06-27 13:36:52.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 640000,1225,934,657,232,232,358,122,176,214,168,0,0,351839,615010,1,0
06-27 13:36:52.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 640001,1910,1176,558,525,525,204,302,50,525,397,0,0,642203,519203,1,1
06-27 13:36:52.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 640000,1247,924,665,228,228,339,130,170,224,187,0,0,378763,573163,1,0
06-27 13:36:52.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 640000,1988,1343,545,602,602,276,289,39,552,426,0,0,812718,610106,1,0
06-27 13:36:52.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 640001,1981,1316,639,557,557,284,270,67,515,408,0,0,778045,606987,1,1
06-27 13:36:52.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 640001,1564,1037,710,358,358,315,157,137,339,227,0,0,568839,572151,1,0
06-27 13:36:52.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 640000,2121,1336,866,540,540,344,196,99,519,353,0,0,945632,645315,1,0
06-27 13:36:52.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 640000,1127,831,415,260,260,223,199,120,253,228,0,0,302585,501702,1,0
06-27 13:36:52.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 640001,1270,923,573,260,260,291,185,141,252,231,0,0,361262,584233,1,0
06-27 13:36:52.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 640001,2071,1362,637,589,589,295,272,93,573,385,0,0,780770,622887,1,0
06-27 13:36:52.501 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 640001,2125,1341,757,560,560,320,251,68,557,393,0,0,941059,622528,1,1
06-27 13:36:52.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 640000,1171,896,578,266,266,329,89,175,238,126,0,0,361589,553603,1,0
06-27 13:36:52.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 640001,860,678,533,130,130,295,74,161,123,92,0,0,196578,513344,1,0
06-27 13:36:52.521 30478-30943/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 640001,1229,877,565,279,279,291,120,145,265,162,0,0,381991,552769,1,0
06-27 13:36:52.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 640001,1435,1093,613,337,337,348,183,130,302,278,0,0,523194,645825,1,0
06-27 13:36:52.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 640000,1279,995,628,250,250,346,172,160,229,239,0,0,394184,627804,1,0
06-27 13:36:52.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 640001,1310,976,537,327,327,295,154,133,292,221,0,0,445228,547601,1,0
06-27 13:36:52.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 640001,769,668,521,94,94,315,66,172,88,87,0,0,165322,519930,1,0
06-27 13:36:52.557 30478-31297/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 640001,1118,879,556,229,229,312,139,168,194,170,0,0,314887,567965,1,0
06-27 13:36:52.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 640000,867,690,429,169,169,252,114,136,155,133,0,0,217046,492144,1,0
06-27 13:37:02.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 650001,1498,1051,607,353,353,300,219,88,319,310,0,0,540513,586381,1,0
06-27 13:37:02.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 650002,1644,1100,601,450,450,282,169,91,424,277,0,0,633633,566815,1,0
06-27 13:37:02.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 650001,1052,762,539,212,212,273,105,150,196,127,0,0,295140,504320,1,0
06-27 13:37:02.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 650001,1339,881,510,360,360,241,137,103,332,177,0,0,426244,491338,1,0
06-27 13:37:02.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 650001,1265,959,596,269,269,330,143,181,257,179,0,0,384032,580046,1,0
06-27 13:37:02.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 650000,1227,936,659,232,232,360,122,176,214,168,0,0,352065,619595,1,1
06-27 13:37:02.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 650001,1922,1184,563,529,529,207,303,50,527,398,0,0,644397,524190,1,2
06-27 13:37:02.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 650000,1252,928,667,229,229,340,132,170,224,189,0,0,379584,576886,1,0
06-27 13:37:02.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 650000,1989,1345,546,602,602,277,289,40,552,426,0,0,812831,613401,1,0
06-27 13:37:02.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 650001,1987,1317,644,558,558,284,270,67,515,408,0,0,778954,607101,1,0
06-27 13:37:02.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 650001,1569,1042,712,361,361,317,157,137,339,227,0,0,570088,575873,1,0
