06-27 13:26:12.243 30478-30853/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0-header: runtime,messagesSent,messagesReceived,introductionRequestsSent,introductionRequestsReceived,introductionResponsesSent,introductionResponsesReceived,puncturesSent,puncturesReceived,punctureRequestsSent,punctureRequestsReceived,blockMessagesSent,blockMessagesReceived,bytesSentCount,bytesReceivedCount,activeConnections,newConnections
06-27 13:28:22.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 130001,565,489,234,132,132,175,67,74,132,108,0,0,229858,286880,9,0
06-27 13:28:22.535 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 130002,478,467,222,87,87,168,82,84,87,128,0,0,156401,278832,9,0
06-27 13:28:22.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 130001,534,422,165,154,154,119,61,59,154,90,0,0,226086,219203,7,0
06-27 13:28:22.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 130001,276,323,190,34,34,157,18,105,34,27,0,0,64493,238825,8,0
06-27 13:28:22.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 130001,363,376,210,62,62,167,29,103,62,44,0,0,107399,256072,7,0
06-27 13:28:22.568 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 130005,337,322,151,74,74,122,38,75,74,51,0,0,96158,220029,5,0
06-27 13:28:32.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 140001,756,559,248,194,194,142,120,45,194,178,0,0,328563,266499,9,0
06-27 13:28:32.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 140002,809,587,247,236,236,138,90,49,236,164,0,0,380843,263156,10,0
06-27 13:28:32.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 140001,463,363,238,90,90,132,45,85,90,56,0,0,159677,229097,7,0
06-27 13:28:32.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 140001,462,361,148,134,134,103,46,51,134,73,0,0,167834,191928,6,0
06-27 13:28:32.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 140001,461,433,213,95,95,165,58,97,95,76,0,0,158974,266816,7,0
06-27 13:28:32.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 140000,532,483,233,120,120,176,59,101,120,86,0,0,189894,292962,8,1
06-27 13:28:32.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 140001,847,603,153,263,263,87,168,15,263,238,0,0,338911,222763,5,0
06-27 13:28:32.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 140000,465,386,271,79,79,155,36,82,79,70,0,0,162772,243139,11,0
06-27 13:28:32.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 140000,1046,750,218,322,322,137,184,14,322,277,0,0,477907,307688,11,0
06-27 13:28:32.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 140001,1002,718,219,308,308,129,167,30,308,251,0,0,446336,283127,8,0
06-27 13:28:32.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 140001,588,446,261,136,136,134,55,82,136,94,0,0,256232,234674,11,0
06-27 13:28:32.472 30478-31001/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 140000,767,555,271,207,207,144,82,48,207,156,0,0,397962,250151,11,0
06-27 13:28:32.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 140000,392,357,129,93,93,109,77,63,93,92,0,0,109820,214453,4,0
06-27 13:28:32.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 140001,487,460,197,107,107,156,76,97,107,100,0,0,162592,276260,6,0
06-27 13:28:32.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 140001,1012,770,223,318,318,163,153,58,318,231,0,0,450551,320630,6,1
06-27 13:28:32.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 140000,898,647,249,266,266,144,117,37,266,200,0,0,466676,272630,12,6
06-27 13:28:32.511 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 140004,474,438,224,107,107,166,36,103,107,62,0,0,167945,268358,8,0
06-27 13:28:32.514 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 140002,293,314,162,51,51,137,29,88,51,38,0,0,79766,223686,6,0
06-27 13:28:32.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 140001,531,441,227,123,123,153,58,85,123,80,0,0,200344,259934,7,0
06-27 13:28:32.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 140001,612,536,252,143,143,186,74,88,143,119,0,0,248688,307051,9,1
06-27 13:28:32.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 140000,521,503,240,97,97,179,87,90,97,137,0,0,173570,297491,9,0
06-27 13:28:32.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 140001,582,471,179,166,166,134,71,64,166,107,0,0,243932,243884,7,0
06-27 13:28:32.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 140001,295,335,206,35,35,165,19,107,35,28,0,0,67760,250610,8,0
06-27 13:28:32.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 140001,389,405,224,66,66,176,33,114,66,49,0,0,114417,271395,7,0
06-27 13:28:32.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 140000,366,344,161,81,81,129,43,76,81,58,0,0,105120,235102,5,0
06-27 13:28:42.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 150001,795,590,268,200,200,150,127,47,200,193,0,0,340374,283710,10,0
06-27 13:28:42.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 150003,857,621,267,247,247,148,96,53,247,173,0,0,399632,280249,10,0
06-27 13:28:42.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 150001,491,384,253,95,95,140,48,90,95,59,0,0,167878,245312,7,0
06-27 13:28:42.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 150001,502,389,160,145,145,111,52,54,145,79,0,0,182433,208159,6,0
06-27 13:28:42.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 150001,511,479,227,107,107,174,70,107,107,91,0,0,177051,287423,7,0
06-27 13:28:42.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 150000,556,507,250,122,122,187,62,107,122,91,0,0,194889,308443,8,0
06-27 13:28:42.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 150001,894,634,163,278,278,92,175,18,278,246,0,0,355717,236805,5,0
06-27 13:28:42.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 150000,503,425,291,85,85,170,42,91,85,79,0,0,175689,264379,11,0
06-27 13:28:42.450 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 150003,1117,797,238,344,344,147,191,14,344,292,0,0,517623,328159,11,0
06-27 13:28:42.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 150001,1040,746,235,317,317,139,171,32,317,258,0,0,460692,299183,8,0
06-27 13:28:42.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 150001,633,483,281,147,147,147,58,88,147,101,0,0,277170,255626,11,0
06-27 13:28:42.472 30478-31001/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 150000,817,599,291,219,219,159,88,55,219,166,0,0,420828,272964,11,0
06-27 13:28:42.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 150000,414,379,137,99,99,115,79,70,99,95,0,0,116479,227439,4,0
06-27 13:28:42.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 150001,516,482,209,113,113,163,81,100,113,106,0,0,171287,291829,6,0
06-27 13:28:42.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 150001,1063,807,238,333,333,170,159,64,333,240,0,0,471082,335610,7,0
06-27 13:28:42.504 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 150004,948,681,269,278,278,152,123,39,278,212,0,0,489088,288108,10,1
06-27 13:28:42.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 150000,503,456,240,113,113,174,37,105,113,64,0,0,177367,282220,7,0
06-27 13:28:42.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 150001,312,334,174,54,54,146,30,95,54,39,0,0,84671,238207,6,0
06-27 13:28:42.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 150001,617,495,193,174,174,142,76,66,174,113,0,0,256128,257593,7,0
06-27 13:28:42.542 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 150016,661,574,272,153,153,198,83,90,153,133,0,0,267499,330652,10,0
06-27 13:28:42.542 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 150010,558,532,258,104,104,189,92,97,104,142,0,0,186379,315586,9,0
06-27 13:28:42.542 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 150022,565,470,242,131,131,162,61,93,131,84,0,0,212226,275226,7,0
06-27 13:28:42.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 150001,318,356,222,38,38,174,20,113,38,31,0,0,73648,264006,8,0
06-27 13:28:42.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 150000,387,364,171,84,84,135,48,82,84,63,0,0,110003,247124,5,0
06-27 13:28:42.571 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 150015,419,428,238,73,73,185,35,119,73,51,0,0,124822,288136,7,0
06-27 13:28:52.256 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 160014,858,638,288,216,216,160,138,53,216,209,0,0,367921,303951,11,0
06-27 13:28:52.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 160002,910,655,287,262,262,155,99,58,262,180,0,0,423903,293842,10,0
06-27 13:28:52.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 160001,517,403,269,99,99,147,50,96,99,61,0,0,174373,256959,6,0
06-27 13:28:52.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 160001,533,411,172,152,152,117,57,58,152,84,0,0,192387,219562,6,0
06-27 13:28:52.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 160001,540,498,241,113,113,180,73,111,113,94,0,0,186503,298659,7,0
06-27 13:28:52.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 160000,586,533,267,127,127,196,65,114,127,96,0,0,203404,325001,8,1
06-27 13:28:52.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 160001,939,659,173,294,294,97,178,19,294,249,0,0,373018,247859,5,0
06-27 13:28:52.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 160000,532,446,311,89,89,179,43,97,89,81,0,0,184235,277583,10,0
06-27 13:28:52.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 160000,1182,840,258,363,363,156,198,16,363,305,0,0,550088,346362,9,2
06-27 13:28:52.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 160001,1101,787,255,335,335,148,176,34,335,270,0,0,488931,316354,9,2
06-27 13:28:52.477 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 160014,682,519,301,160,160,158,61,93,160,108,0,0,301422,273157,11,1
06-27 13:28:52.478 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 160007,883,640,311,240,240,169,92,55,240,176,0,0,459193,292479,12,0
06-27 13:28:52.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 160000,439,399,145,105,105,120,84,73,105,101,0,0,123539,237579,4,0
06-27 13:28:52.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 160001,555,513,222,121,121,169,91,104,121,119,0,0,182973,306673,6,0
06-27 13:28:52.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 160001,1113,838,257,346,346,178,164,66,346,248,0,0,490467,349976,9,1
06-27 13:28:52.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 160000,993,717,287,289,289,162,128,41,289,225,0,0,506691,305743,10,2
06-27 13:28:52.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 160001,535,478,254,121,121,181,39,109,121,67,0,0,189171,293580,7,0
06-27 13:28:52.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 160001,332,348,186,57,57,152,32,97,57,42,0,0,89694,250112,6,0
06-27 13:28:52.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 160000,592,491,256,137,137,172,62,96,137,86,0,0,221320,291751,7,0
06-27 13:28:52.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 160001,712,608,292,167,167,210,86,93,167,138,0,0,291950,351886,11,0
06-27 13:28:52.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 160000,603,561,276,116,116,197,95,101,116,147,0,0,206093,331090,9,0
06-27 13:28:52.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 160001,655,518,208,184,184,148,79,69,184,117,0,0,270683,269877,7,0
06-27 13:28:52.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 160001,345,377,238,43,43,181,21,119,43,34,0,0,82185,276606,8,0
06-27 13:28:52.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 160001,445,446,252,77,77,190,39,121,77,58,0,0,131382,298933,7,0
06-27 13:28:52.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 160000,412,380,181,90,90,140,51,84,90,66,0,0,117707,258780,5,0
06-27 13:29:02.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 170001,887,661,298,224,224,168,141,55,224,214,0,0,380943,319901,9,0
06-27 13:29:02.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 170002,942,678,306,268,268,165,100,61,268,184,0,0,434185,310827,9,1
06-27 13:29:02.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 170001,543,427,281,104,104,153,54,104,104,66,0,0,181926,268417,6,0
06-27 13:29:02.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 170001,571,437,184,164,164,123,59,62,164,88,0,0,207578,231936,6,0
06-27 13:29:02.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 170001,570,521,255,120,120,188,75,116,120,97,0,0,197029,314395,7,0
06-27 13:29:02.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 170000,616,556,284,132,132,204,68,120,132,100,0,0,212155,339600,8,0
06-27 13:29:02.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 170001,990,692,183,311,311,103,185,20,311,258,0,0,391791,263497,5,0
06-27 13:29:02.439 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 170001,569,482,331,95,95,187,48,110,95,90,0,0,196904,295156,11,0
06-27 13:29:02.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 170000,1254,885,278,385,385,163,206,18,385,319,0,0,587516,362950,10,1
06-27 13:29:02.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 170001,1144,814,275,345,345,155,179,36,345,278,0,0,505371,330892,10,3
06-27 13:29:02.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 170001,724,546,321,170,170,167,63,96,170,113,0,0,321128,288642,12,1
06-27 13:29:02.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 170000,469,420,153,113,113,124,90,75,113,108,0,0,132522,249097,4,0
06-27 13:29:02.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 170001,583,533,234,127,127,175,95,107,127,124,0,0,191551,320597,6,0
06-27 13:29:02.492 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 170021,951,690,331,261,261,178,98,61,261,190,0,0,501468,312073,13,0
06-27 13:29:02.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 170001,1169,875,275,361,361,186,172,70,361,258,0,0,514190,365931,8,0
06-27 13:29:02.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 170000,1062,765,307,307,307,175,141,41,307,242,0,0,542346,326958,14,2
06-27 13:29:02.508 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 170000,568,503,268,128,128,188,44,114,128,73,0,0,200148,305803,7,0
06-27 13:29:02.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 170001,351,366,198,60,60,161,33,100,60,45,0,0,94598,263689,6,0
06-27 13:29:02.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 170001,751,636,312,173,173,219,93,94,173,150,0,0,305131,368616,11,0
06-27 13:29:02.528 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 170007,621,515,270,143,143,180,65,101,143,91,0,0,230686,305869,7,1
06-27 13:29:02.533 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 170000,647,588,294,128,128,206,97,104,128,150,0,0,224222,346807,9,0
06-27 13:29:02.550 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 170010,686,546,222,190,190,155,84,78,190,123,0,0,280431,285382,7,0
06-27 13:29:02.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 170001,369,391,254,47,47,187,21,121,47,36,0,0,89174,288916,8,0
06-27 13:29:02.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 170001,476,469,266,83,83,198,44,124,83,64,0,0,140770,313171,7,0
06-27 13:29:02.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 170000,429,392,191,93,93,145,52,87,93,67,0,0,122056,267953,5,0
06-27 13:29:12.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 180001,935,691,316,236,236,176,147,57,236,222,0,0,401063,334533,9,0
06-27 13:29:12.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 180002,991,713,323,281,281,172,106,64,281,196,0,0,452807,324620,7,0
06-27 13:29:12.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 180001,561,441,293,107,107,161,54,107,107,66,0,0,186447,280624,6,0
06-27 13:29:12.401 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 180008,606,462,196,172,172,130,66,65,172,95,0,0,218935,247411,6,1
06-27 13:29:12.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 180001,593,536,269,124,124,194,76,119,124,99,0,0,203712,324227,7,0
06-27 13:29:12.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 180000,643,576,300,136,136,212,71,125,136,103,0,0,219337,352910,8,0
06-27 13:29:12.433 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 180006,1023,710,193,320,320,106,190,20,320,264,0,0,402460,272166,5,2
06-27 13:29:12.448 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 180000,1321,927,298,404,404,171,215,19,404,333,0,0,619177,380812,9,0
06-27 13:29:12.448 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 180010,603,506,351,100,100,197,52,114,100,95,0,0,207729,310744,11,0
06-27 13:29:12.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 180001,1208,857,295,363,363,162,187,39,363,293,0,0,537792,348019,11,0
06-27 13:29:12.464 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 180001,779,584,341,184,184,174,70,101,184,125,0,0,347526,306652,12,0
06-27 13:29:12.471 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 180000,1007,728,351,277,277,184,102,65,277,202,0,0,532655,325825,13,0
06-27 13:29:12.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 180000,490,435,161,118,118,128,93,77,118,112,0,0,138422,260596,4,0
06-27 13:29:12.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 180001,610,550,247,132,132,181,99,108,132,129,0,0,198707,332834,6,0
06-27 13:29:12.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 180001,1219,904,291,375,375,192,178,72,375,265,0,0,535134,380445,8,0
06-27 13:29:12.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 180000,1115,799,327,320,320,182,148,42,320,255,0,0,570042,342575,13,1
06-27 13:29:12.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 180000,592,516,282,133,133,195,44,115,133,73,0,0,207972,317820,7,0
06-27 13:29:12.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 180001,373,383,210,64,64,167,35,105,64,47,0,0,100746,276180,6,0
06-27 13:29:12.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 180001,652,536,286,150,150,187,66,106,150,93,0,0,240585,319244,7,1
06-27 13:29:12.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 180001,808,675,332,188,188,227,100,99,188,161,0,0,332423,387372,11,0
06-27 13:29:12.532 30478-31009/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_20: 180000,676,608,311,133,133,214,99,107,133,154,0,0,233104,360795,8,0
06-27 13:29:12.541 30478-31384/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_21: 180001,712,565,236,195,195,162,86,81,195,127,0,0,288297,297726,7,1
06-27 13:29:12.550 30478-31012/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_22: 180001,391,406,270,49,49,194,23,125,49,38,0,0,93889,299563,8,0
06-27 13:29:12.557 30478-31013/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_23: 180001,501,484,280,88,88,203,45,128,88,65,0,0,148370,324866,7,0
06-27 13:29:12.564 30478-31014/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_24: 180001,449,404,201,97,97,150,54,88,97,69,0,0,127565,277512,5,0
06-27 13:29:22.243 30478-30990/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_0: 190001,973,714,334,244,244,183,151,59,244,228,0,0,415172,349431,9,0
06-27 13:29:22.369 30478-30991/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_1: 190002,1032,735,337,291,291,177,113,64,291,203,0,0,466007,338240,7,0
06-27 13:29:22.382 30478-30992/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_2: 190001,582,456,305,110,110,167,57,109,110,70,0,0,191364,290828,6,0
06-27 13:29:22.394 30478-31324/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_3: 190001,638,483,210,179,179,135,70,68,179,101,0,0,228643,258287,6,0
06-27 13:29:22.409 30478-30994/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_4: 190001,622,554,283,131,131,202,77,120,131,101,0,0,214107,336963,7,0
06-27 13:29:22.419 30478-30995/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_5: 190000,668,594,316,140,140,220,72,128,140,106,0,0,226593,365791,8,2
06-27 13:29:22.428 30478-30996/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_6: 190001,1071,740,210,332,332,111,197,23,332,274,0,0,418323,284653,6,1
06-27 13:29:22.438 30478-30997/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_7: 190000,641,531,371,107,107,205,56,119,107,100,0,0,221069,326054,11,0
06-27 13:29:22.447 30478-30998/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_8: 190000,1367,953,313,417,417,177,220,19,417,340,0,0,637811,393854,7,1
06-27 13:29:22.456 30478-30999/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_9: 190001,1259,884,315,376,376,168,192,40,376,300,0,0,560544,359690,11,0
06-27 13:29:22.466 30478-31000/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_10: 190003,825,613,361,195,195,182,74,103,195,133,0,0,366840,321175,10,1
06-27 13:29:22.472 30478-31457/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_11: 190000,1056,759,371,288,288,192,109,66,288,213,0,0,554781,342590,13,0
06-27 13:29:22.480 30478-31003/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_12: 190000,506,447,169,121,121,132,95,80,121,114,0,0,142335,269114,4,0
06-27 13:29:22.487 30478-31002/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_13: 190001,630,562,260,135,135,186,100,111,135,130,0,0,203363,343286,6,0
06-27 13:29:22.495 30478-31004/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_14: 190001,1263,936,305,387,387,197,184,75,387,277,0,0,550930,392538,7,1
06-27 13:29:22.500 30478-31005/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_15: 190000,1165,830,347,332,332,191,154,43,332,264,0,0,595273,360715,13,0
06-27 13:29:22.507 30478-31007/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_16: 190000,616,532,297,137,137,201,45,120,137,74,0,0,214810,327824,7,1
06-27 13:29:22.513 30478-31006/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_17: 190001,388,396,222,65,65,173,36,108,65,50,0,0,103388,286788,6,0
06-27 13:29:22.521 30478-31008/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_18: 190001,678,554,301,155,155,192,67,112,155,95,0,0,247644,327951,6,0
06-27 13:29:22.527 30478-31011/nl.tudelft.cs4160.trustchain_android I/Statistics-stress_test_user_19: 190001,854,707,352,198,198,236,106,100,198,173,0,0,351039,404248,10,0
